name,claimed_status,rating,category,reivews,address,street_address,phone_no,website,email,timing,image_link,longitude,latitude,URL,search_key,price
クリニカルサロン シーズ・ラボ 吉祥寺,এই তালিকাটি ম্যানেজ করুন,,বিউটি পার্লার,িউটি পার্লা,"জাপান, 〒180-0004 Tokyo, Musashino, 8, 吉祥寺本町 １ ８ ３ 三松ビル6F","PH3H+PP মুশাশিনো, Tokyo, জাপান",+81 800-222-4006,ci-z.com,,,https://lh5.googleusercontent.com/p/AF1QipPIUSPexxzdLeTurCrmq1U3OSasM6uHBr_1Gtqm=w408-h272-k-no,35.7042944,139.5792539,"https://www.google.com/maps/place/%E3%82%AF%E3%83%AA%E3%83%8B%E3%82%AB%E3%83%AB%E3%82%B5%E3%83%AD%E3%83%B3+%E3%82%B7%E3%83%BC%E3%82%BA%E3%83%BB%E3%83%A9%E3%83%9C+%E5%90%89%E7%A5%A5%E5%AF%BA/@35.6223065,139.5345438,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x6018ee47d819a543:0x32d8769d113f8be6!8m2!3d35.7042944!4d139.5792539",Tokyo 神奈川 横浜 エステ USA,
レザンジュ銀座店,এই ব্যবসার দাবি করুন,,বিউটি পার্লার,িউটি পার্লা,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 5 Chome−5−1 銀座千疋屋ビル8F","MQC7+PG Chuo City, Tokyo, জাপান",+81 3-3569-7631,lesanges.jp,,,https://geo2.ggpht.com/cbk?panoid=Vk1UmsBaFhEYEp4gkRSMtg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=280&pitch=-20&thumbfov=100,35.6718168,139.7638452,"https://www.google.com/maps/place/%E3%83%AC%E3%82%B6%E3%83%B3%E3%82%B8%E3%83%A5%E9%8A%80%E5%BA%A7%E5%BA%97/@35.6223065,139.5345438,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be5e7c072ab:0x60650a95c1f8bd8e!8m2!3d35.6718168!4d139.7638452",Tokyo 神奈川 横浜 エステ USA,
全身脱毛サロン恋肌 銀座店,এই তালিকাটি ম্যানেজ করুন,৪.৫,চুল তোলার সেবা,৪,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 3 Chome−3−7 サカイリ9ビル 3F","MQF8+65 Chuo City, Tokyo, জাপান",+81 3-6271-0737,koi-hada.jp,,,https://lh5.googleusercontent.com/p/AF1QipNmHJhgGprbkRrbEoTCYNFvjS1VQLs7FG-jr6kA=w408-h544-k-no,35.6730697,139.7654775,"https://www.google.com/maps/place/%E5%85%A8%E8%BA%AB%E8%84%B1%E6%AF%9B%E3%82%B5%E3%83%AD%E3%83%B3%E6%81%8B%E8%82%8C+%E9%8A%80%E5%BA%A7%E5%BA%97/@35.6223065,139.5345438,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be8c837eea3:0x818eef218665b9f8!8m2!3d35.6730697!4d139.7654775",Tokyo 神奈川 横浜 エステ USA,
Upala Ginza,,৪.৭,মোম দ্বারা চুল তোলার পরিষেবা,৬,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 1 Chome−15−13 Vort, Hf Ginza Residence, 205","MQF9+FX Chuo City, Tokyo, জাপান",+81 3-3562-2288,upalaginza.com,reservation@upala-ginza.com,,https://lh5.googleusercontent.com/p/AF1QipPYbd63JVHPMYIWeBOoWLBDQDeFUGz3dsCw54I_=w426-h240-k-no,35.673742,139.769952,"https://www.google.com/maps/place/Upala+Ginza/@35.6223065,139.5345438,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be17de0670d:0xc91ccc6c544f94f7!8m2!3d35.673742!4d139.769952",Tokyo 神奈川 横浜 エステ USA,
脱毛・バストアップサロンPatolaqshe(パトラクシェ)銀座店,এই তালিকাটি ম্যানেজ করুন,৪.১,বিউটি পার্লার,৮,"1 Chome-6-6 Ginza, Chuo City, Tokyo 104-0061, জাপান","MQF9+R3 Chuo City, Tokyo, জাপান",+81 3-6264-4343,beauty.hotpepper.jp,,,https://lh5.googleusercontent.com/p/AF1QipPgmnEY7k5SE6B6jKJfKVIY-sE3Xl2POSkHKLTn=w426-h240-k-no,35.6745574,139.7676789,"https://www.google.com/maps/place/%E8%84%B1%E6%AF%9B%E3%83%BB%E3%83%90%E3%82%B9%E3%83%88%E3%82%A2%E3%83%83%E3%83%97%E3%82%B5%E3%83%AD%E3%83%B3Patolaqshe(%E3%83%91%E3%83%88%E3%83%A9%E3%82%AF%E3%82%B7%E3%82%A7)%E9%8A%80%E5%BA%A7%E5%BA%97/@35.6223065,139.5345438,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be478257ced:0xb37166046454590d!8m2!3d35.6745574!4d139.7676789",Tokyo 神奈川 横浜 エステ USA,
新橋メンズエステ グランツスパ,,৫.০,বিউটি পার্লার,৯,"জাপান, 〒105-0004 Tokyo, Minato City, Shinbashi, 4 Chome−19, 都","MQ75+P2 Minato City, Tokyo, জাপান",+81 3-4405-2590,glanzspa.tokyo,"main_therapist@2x.jpg, system_long@2x.jpg, main_schedule@2x.jpg, program_02@2x.jpg, bnr_zenjithu_s@2x.jpg, main_recruit@2x.jpg, main_slide-line@_sp.jpg, program_01@2x.jpg, program_03@2x.jpg, main_access@2x.jpg, main_system@2x.jpg, main_slide-line@_pc.jpg, main_contact@2x.jpg",,https://lh5.googleusercontent.com/p/AF1QipNNC7KzFFrPvlDLGUM2J3a_aXhc0uprpwcFdR0a=w408-h535-k-no,35.6642972,139.7576211,"https://www.google.com/maps/place/%E6%96%B0%E6%A9%8B%E3%83%A1%E3%83%B3%E3%82%BA%E3%82%A8%E3%82%B9%E3%83%86+%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%84%E3%82%B9%E3%83%91/@35.6223065,139.5345438,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188bea3c00e1a7:0x25ac8cd4190e5899!8m2!3d35.6642972!4d139.7576211",Tokyo 神奈川 横浜 エステ USA,
エルセーヌ 渋谷駅前店,এই তালিকাটি ম্যানেজ করুন,৩.৫,বিউটি পার্লার,২,"জাপান, 〒150-0041 Tokyo, Shibuya City, Shibuya, 2 Chome−22−16 渋谷ＴＲビル 2F","MP53+CF Shibuya City, Tokyo, জাপান",+81 3-6427-6616,elleseine.co.jp,,,https://lh5.googleusercontent.com/proxy/wufNPUGMgW_kN-xCFxGg_lruQP_wYvwk5ufauH0PInwJg-R2krhw30-SPrkNNeIZlFYNx8eabqvX7A4HZHmx__ryeRpk0uREN7dFdwcMH5TfvMY5BzLHscpQ572KBCdE_-j6Rj-NMVMHHpBAKzbyQBuGtfs=w408-h725-k-no,35.65858,139.703632,"https://www.google.com/maps/place/%E3%82%A8%E3%83%AB%E3%82%BB%E3%83%BC%E3%83%8C+%E6%B8%8B%E8%B0%B7%E9%A7%85%E5%89%8D%E5%BA%97/@35.6223065,139.5345438,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188caf55adcd53:0xd4a1c0f0155c4a6d!8m2!3d35.65858!4d139.703632",Tokyo 神奈川 横浜 エステ USA,
浜松町メンズエステ SERA,,৪.৪,ম্যাসাজ থেরাপিস্ট,৫,"জাপান, 〒105-0011 Tokyo, Minato City, Shibakoen, 2 Chome−3−7 玉川ビル 4F","MQ43+P3 Minato City, Tokyo, জাপান",+81 3-3438-0588,hamamatsucho-mensesthe.net,,,https://lh5.googleusercontent.com/p/AF1QipMcPUV3FrHQNqvXUmqA50mSBL3Lh-XsgYhWzldp=w630-h240-k-no,35.6567766,139.7527158,"https://www.google.com/maps/place/%E6%B5%9C%E6%9D%BE%E7%94%BA%E3%83%A1%E3%83%B3%E3%82%BA%E3%82%A8%E3%82%B9%E3%83%86+SERA/@35.6223065,139.5345438,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188b7997f33e93:0x240fbf3ddb7ef871!8m2!3d35.6567766!4d139.7527158",Tokyo 神奈川 横浜 エステ USA,
FLORESTA Ginzaten Nail Salon,,৩.৯,নখ কাটার সেলুন,৯,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 1 Chome−15−13, Hf Ginza Residence, 904号室 ボルト","MQFC+F2 Chuo City, Tokyo, জাপান",+81 3-3562-1288,floresta-nail.jp,hs-kakio@floresta-style.jp,,https://lh5.googleusercontent.com/p/AF1QipOMKZB7lyOPk4580p1boAvssE05pFxPaSbD9h1s=w408-h544-k-no,35.6737335,139.7700083,"https://www.google.com/maps/place/FLORESTA+Ginzaten+Nail+Salon/@35.6223065,139.5345438,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be17df07a27:0x1b0bbf5c51bee602!8m2!3d35.6737335!4d139.7700083",Tokyo 神奈川 横浜 エステ USA,
SPA Esther ORIENTAL,,৪.৬,ম্যাসাজ থেরাপিস্ট,৯,"Cresidence Ginza Tower 1/15, 1 Chome-15-13 1301 Ginza, Chuo City, Tokyo 104-0061, জাপান","MQF9+FX Chuo City, Tokyo, জাপান",+81 3-3563-1333,spa-esther.com,,,https://lh5.googleusercontent.com/p/AF1QipPB3lXiLOe82VNui5RjZsRztEfdSoLzT0eHTYJc=w408-h240-k-no-pi-20-ya152.11472-ro-0-fo100,35.6737391,139.7699966,"https://www.google.com/maps/place/SPA+Esther+ORIENTAL/@35.6223065,139.5345438,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be106adf567:0xfcb5785271589fa4!8m2!3d35.6737391!4d139.7699966",Tokyo 神奈川 横浜 エステ USA,
Esthe CoCo エステココ 銀座店,এই তালিকাটি ম্যানেজ করুন,৪.৫,বিউটি পার্লার,৬,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 2 Chome−4−19 浅野第三ビル 4階","MQF8+PJ Chuo City, Tokyo, জাপান",+81 3-3567-6632,esthe-coco.com,,,https://lh5.googleusercontent.com/p/AF1QipOuvbxwQn57WeWBLHYZARgWGcw6YSLxRvlRO07R=w408-h272-k-no,35.6743629,139.7665558,"https://www.google.com/maps/place/Esthe+CoCo+%E3%82%A8%E3%82%B9%E3%83%86%E3%82%B3%E3%82%B3+%E9%8A%80%E5%BA%A7%E5%BA%97/@35.6223065,139.5345438,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be4674fcc2b:0x5949458e0e7cec49!8m2!3d35.6743629!4d139.7665558",Tokyo 神奈川 横浜 エステ USA,
ミス・パリ・グループ（株式会社ミス・パリ）,,৪.০,বিউটি পার্লার,৮,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 5 Chome−10−2 12F MISS PARIS","MQC8+29 Chuo City, Tokyo, জাপান",+81 3-6757-6501,miss-paris-group.co.jp,recruit@miss-paris.co.jp,,https://lh5.googleusercontent.com/p/AF1QipOtoOPDcz4fbFBJQHCm4vfv41mg6CnhA0C-jaA_=w408-h306-k-no,35.6700507,139.7658854,"https://www.google.com/maps/place/%E3%83%9F%E3%82%B9%E3%83%BB%E3%83%91%E3%83%AA%E3%83%BB%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97%EF%BC%88%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%9F%E3%82%B9%E3%83%BB%E3%83%91%E3%83%AA%EF%BC%89/@35.6223065,139.5345438,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be71da73383:0xe1896a74ae908543!8m2!3d35.6700507!4d139.7658854",Tokyo 神奈川 横浜 エステ USA,
オブヘア 銀座店 / Of cosmetics,এই তালিকাটি ম্যানেজ করুন,৪.৫,চুল কাটার সেলুন,২৯,"ギャラリーセンタービル ３F, 6 Chome-3-2 Ginza, Chuo City, Tokyo 104-0061, জাপান","MQC6+PJ Chuo City, Tokyo, জাপান",+81 3-6274-6085,ofhair.co.jp,,,https://lh5.googleusercontent.com/p/AF1QipPdS2X5MsEODgjA8aJM4vehgXfV3G1tJhA3iIQ3=w408-h271-k-no,35.671808,139.761553,"https://www.google.com/maps/place/%E3%82%AA%E3%83%96%E3%83%98%E3%82%A2+%E9%8A%80%E5%BA%A7%E5%BA%97+%2F+Of+cosmetics/@35.5934212,139.5636392,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188bef6ca80e1b:0x407269afb8872ea3!8m2!3d35.671808!4d139.761553",Tokyo 神奈川 横浜 エステ USA,
銀座メンズエステ ブラックパリサ銀座,,৩.৩,অ্যারোমাথেরাপি পরিষেবা,৪,"5 Chome-13 Ginza, Chuo City, Tokyo 151-0051, জাপান","MQ99+C8 Chuo City, Tokyo, জাপান",+81 80-3245-6277,blackparesa.com,"whatwg-fetch@3.0.0, 8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com, core-js-bundle@3.2.1, requirejs-bolt@2.3.6",,https://lh5.googleusercontent.com/p/AF1QipNP7Cb01jwjmNNy7c7PHIEWk_VldCRhr9O069kE=w408-h544-k-no,35.668564,139.768278,"https://www.google.com/maps/place/%E9%8A%80%E5%BA%A7%E3%83%A1%E3%83%B3%E3%82%BA%E3%82%A8%E3%82%B9%E3%83%86+%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E3%83%91%E3%83%AA%E3%82%B5%E9%8A%80%E5%BA%A7/@35.5934212,139.5636392,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188bde6efba085:0x548bec94170e77f1!8m2!3d35.668564!4d139.768278",Tokyo 神奈川 横浜 エステ USA,
ヘヴンリー東京,এই ব্যবসার দাবি করুন,৪.৩,বিউটি পার্লার,১২,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 8 Chome−10−2 7Ｆ ルアンビル","MQ97+64 Chuo City, Tokyo, জাপান",+81 3-6274-6307,heavenly-tokyo.jp,,,https://lh5.googleusercontent.com/p/AF1QipNUN-xinlnrm2a0tsMdqThVmhaXiUiTq1BapmLx=w408-h397-k-no,35.6680133,139.7627801,"https://www.google.com/maps/place/%E3%83%98%E3%83%B4%E3%83%B3%E3%83%AA%E3%83%BC%E6%9D%B1%E4%BA%AC/@35.5934212,139.5636392,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be1ae79135b:0x39495dcf2744cbdc!8m2!3d35.6680133!4d139.7627801",Tokyo 神奈川 横浜 エステ USA,
Gold's Gym Yokohama,এই তালিকাটি ম্যানেজ করুন,৩.৬,জিম,৩৭,"জাপান, 〒231-0007 Kanagawa, Yokohama, Naka Ward, Honcho, 4 Chome−43 A-Place 馬車道","CJXP+PX Yokohama, Kanagawa, জাপান",+81 45-212-0706,goldsgym-yokohama.jp,,,https://lh5.googleusercontent.com/p/AF1QipNy1wDTi5B2ATnlwnrfpL0anTPBZX4j6xubAerH=w408-h500-k-no,35.44928,139.637499,"https://www.google.com/maps/place/Gold's+Gym+Yokohama/@35.5934212,139.5636392,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185cf64b6f3077:0x470a7ed5562769b9!8m2!3d35.44928!4d139.637499",Tokyo 神奈川 横浜 エステ USA,
酵素風呂エステラニオラ 東京西麻布店,,৪.৬,স্পা,৪১,"জাপান, 〒106-0031 Tokyo, Minato City, Nishiazabu, 2 Chome−13−19 コート麻布 502","MP6F+82 Minato City, Tokyo, জাপান",+81 3-5464-5522,laniola.net,xxx@example.com,,https://lh5.googleusercontent.com/p/AF1QipNVkX0QPTc9UaAI8jJx4v8B75orea0MYd3NTukr=w408-h307-k-no,35.6608713,139.7225295,"https://www.google.com/maps/place/%E9%85%B5%E7%B4%A0%E9%A2%A8%E5%91%82%E3%82%A8%E3%82%B9%E3%83%86%E3%83%A9%E3%83%8B%E3%82%AA%E3%83%A9+%E6%9D%B1%E4%BA%AC%E8%A5%BF%E9%BA%BB%E5%B8%83%E5%BA%97/@35.5934212,139.5636392,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188b7ac5bab617:0x6c7f019d4f9b2aa!8m2!3d35.6608713!4d139.7225295",Tokyo 神奈川 横浜 エステ USA,
わたしのハイフ 銀座店,,৪.০,বিউটি পার্লার,২৪,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 6 Chome−2−3 アネックスビル２Ｆ Daiwa銀座アネックスビル ２Ｆ Daiwa","MQC6+PC Chuo City, Tokyo, জাপান",+81 3-6274-6494,beauty.hotpepper.jp,,,https://lh5.googleusercontent.com/p/AF1QipNTTORR6pxlMoBp2W3At8fOkXOcz6AMsFp8ER31=w408-h305-k-no,35.6718277,139.7610515,"https://www.google.com/maps/place/%E3%82%8F%E3%81%9F%E3%81%97%E3%81%AE%E3%83%8F%E3%82%A4%E3%83%95+%E9%8A%80%E5%BA%A7%E5%BA%97/@35.5934212,139.5636392,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188bd4328fda13:0xb39cbcc117961137!8m2!3d35.6718277!4d139.7610515",Tokyo 神奈川 横浜 エステ USA,
東京ドールズコレクション練馬店・巣鴨店,,,বিউটি পার্লার,িউটি পার্লা,"জাপান, 〒170-0013 Tokyo, Nerima City, Nerima, 1 Chome−2−13 西武会館 203号室","PMQ4+37 Nerima City, Tokyo, জাপান",+81 70-3836-6969,tokyodollscollection.com,,,https://lh5.googleusercontent.com/p/AF1QipMOOsuG8OVpXRmNUmg2GQXrVjD5MXI7Mib02VRZ=w408-h725-k-no,35.7377246,139.6556715,"https://www.google.com/maps/place/%E6%9D%B1%E4%BA%AC%E3%83%89%E3%83%BC%E3%83%AB%E3%82%BA%E3%82%B3%E3%83%AC%E3%82%AF%E3%82%B7%E3%83%A7%E3%83%B3%E7%B7%B4%E9%A6%AC%E5%BA%97%E3%83%BB%E5%B7%A3%E9%B4%A8%E5%BA%97/@35.5934212,139.5636392,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x6018edb646e31047:0xcbd4ed5ed99f701b!8m2!3d35.7377246!4d139.6556715",Tokyo 神奈川 横浜 エステ USA,
BEAUTRIUM PENINSULA Hibiyaten Hair Salon,এই তালিকাটি ম্যানেজ করুন,৪.৫,চুল কাটার সেলুন,১৪,"জাপান, 〒100-0006 Tokyo, Chiyoda City, Yūrakuchō, 1 Chome−8−1 ペニンシュラ東京 4F
এখানে অবস্থিত: The Peninsula Tokyo","MQF6+R9 Chiyoda City, Tokyo, জাপান",+81 50-1705-5549,beautrium.com,,,https://lh5.googleusercontent.com/p/AF1QipOKI4AdKmHlbaZlbTQychQGXjFVQkyzuHaz_-PA=w408-h241-k-no,35.6745983,139.7609009,"https://www.google.com/maps/place/BEAUTRIUM+PENINSULA+Hibiyaten+Hair+Salon/@35.5934212,139.5636392,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188bf0286a91e7:0x59a8533204045a86!8m2!3d35.6745983!4d139.7609009",Tokyo 神奈川 横浜 エステ USA,
Queensway SQUARE,,৩.৯,রিফ্লেক্সোলজিস্ট,৪৩,"3 Chome-2-9 Ginza, Chuo City, Tokyo 104-0061, জাপান","MQF8+92 Chuo City, Tokyo, জাপান",+81 3-5250-7223,queensway-group.jp,,,https://lh5.googleusercontent.com/p/AF1QipNatKZ1Dt7dy108IdjIj25JU9b5zdG4zy9M3dBR=w408-h271-k-no,35.6733989,139.7650682,"https://www.google.com/maps/place/Queensway+SQUARE/@35.5934212,139.5636392,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be5b31ca641:0x95edeaf289f9244d!8m2!3d35.6733989!4d139.7650682",Tokyo 神奈川 横浜 エステ USA,
赤坂メンズエステ プリンセス,,,বিউটি পার্লার,িউটি পার্লা,"জাপান, 〒107-0052 Tokyo, Minato City, Akasaka, 2 Chome−13−14 福富ビル 5階","MPCQ+RC Minato City, Tokyo, জাপান",+81 70-3821-1626,princess.eei.jp,button-only@2x.png,,https://lh5.googleusercontent.com/p/AF1QipOwQHHacI_XyDc9lB4rh48Kn0lhxNgITTyxWOg6=w408-h544-k-no,35.6720061,139.7385183,"https://www.google.com/maps/place/%E8%B5%A4%E5%9D%82%E3%83%A1%E3%83%B3%E3%82%BA%E3%82%A8%E3%82%B9%E3%83%86+%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9/@35.5934212,139.5636392,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188b0236e9d841:0xa6f079ecef5651a!8m2!3d35.6720061!4d139.7385183",Tokyo 神奈川 横浜 エステ USA,
Ｙ’銀座,এই ব্যবসার দাবি করুন,,বিউটি পার্লার,িউটি পার্লা,"2 Chome-6-5 Ginza, Chuo City, Tokyo 104-0061, জাপান
এখানে অবস্থিত: Fujiya Building","MQF8+FW Chuo City, Tokyo, জাপান",+81 3-3562-9206,y-ginza.com,,,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,35.6736778,139.7672727,"https://www.google.com/maps/place/%EF%BC%B9%E2%80%99%E9%8A%80%E5%BA%A7/@35.5934212,139.5636392,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be40daba307:0x2a4d368be2d9ce2b!8m2!3d35.6736778!4d139.7672727",Tokyo 神奈川 横浜 エステ USA,
BIZAN Ginza,,৪.৩,বিউটি পার্লার,১১,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 1 Chome−15−13 CRESlDENCE GlNZA TOWER 1/15 - 12O2","MQF9+FX Chuo City, Tokyo, জাপান",+81 3-6263-2523,,,,https://lh5.googleusercontent.com/p/AF1QipMcjGdLUi2bph3a3zlT9SYto_guInt0GBd1QKsI=w408-h272-k-no,35.673744,139.769954,"https://www.google.com/maps/place/BIZAN+Ginza/@35.5934212,139.5636392,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be165162843:0x58aa8b7ab4639eb4!8m2!3d35.673744!4d139.769954",Tokyo 神奈川 横浜 エステ USA,
風のテラス,,৪.৩,ম্যাসাজ থেরাপিস্ট,৯৩,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 5 Chome−10−9 銀座ＹＫビル８Ｆ","MQ98+V3 Chuo City, Tokyo, জাপান",+81 3-3572-8885,beauty.hotpepper.jp,,,https://lh5.googleusercontent.com/p/AF1QipNDVjplmRuJkVEzONF4Ug3LkyvhH-VZH_nypid9=w408-h725-k-no,35.6696603,139.7652279,"https://www.google.com/maps/place/%E9%A2%A8%E3%81%AE%E3%83%86%E3%83%A9%E3%82%B9/@35.5934212,139.5636392,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be6ff8955f5:0x15d3ca6f9a286d87!8m2!3d35.6696603!4d139.7652279",Tokyo 神奈川 横浜 エステ USA,
ノエビアスタイル銀座,এই তালিকাটি ম্যানেজ করুন,৪.০,বিউটি পার্লার,১৪,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 2 Chome−6−16 銀座ビル 9Ｆ ゼニア","MQF8+FQ Chuo City, Tokyo, জাপান",+81 120-707-505,shop.noevir.jp,,,https://lh5.googleusercontent.com/p/AF1QipNNhVNR-ZbWScJ-RYXo3epFCq4CqRkPZXvAYnfj=w408-h544-k-no,35.673662,139.766979,"https://www.google.com/maps/place/%E3%83%8E%E3%82%A8%E3%83%93%E3%82%A2%E3%82%B9%E3%82%BF%E3%82%A4%E3%83%AB%E9%8A%80%E5%BA%A7/@35.5934212,139.5636392,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be600ebf6a9:0x68fd7186585f271!8m2!3d35.673662!4d139.766979",Tokyo 神奈川 横浜 エステ USA,
ミュゼプラチナム銀座並木通り店,এই তালিকাটি ম্যানেজ করুন,২.৯,চুল তোলার সেবা,২২,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 5 Chome−5−１ マツモトキヨシ銀座5thビル9F
এখানে অবস্থিত: Matsumoto Kiyoshi Ginza 5th","MQC7+PG Chuo City, Tokyo, জাপান",+81 120-489-450,musee-pla.com,,,https://lh5.googleusercontent.com/p/AF1QipMEJL8eVsI5oIgw-1wiaDR6JgeV-j3D7eTeXXgS=w408-h272-k-no,35.6718206,139.7638537,"https://www.google.com/maps/place/%E3%83%9F%E3%83%A5%E3%82%BC%E3%83%97%E3%83%A9%E3%83%81%E3%83%8A%E3%83%A0%E9%8A%80%E5%BA%A7%E4%B8%A6%E6%9C%A8%E9%80%9A%E3%82%8A%E5%BA%97/@35.5934212,139.5636392,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be5e7c072ab:0x37254ed26176b942!8m2!3d35.6718206!4d139.7638537",Tokyo 神奈川 横浜 エステ USA,
Mizuki Spa & Fitness,,৪.৮,রিসর্ট,১৪,"1 Chome-9-1 Higashishinbashi, Minato City, Tokyo 105-7302, জাপান
এখানে অবস্থিত: Pedi Shiodome","MQ76+7G Minato City, Tokyo, জাপান",+81 3-6388-8620,conradhotels3.hilton.com,,,https://lh5.googleusercontent.com/p/AF1QipOl9EbVik2SQwKqVJ1JB7HI-rhxXp3ugt7lRjtT=w426-h240-k-no,35.6631849,139.7613139,"https://www.google.com/maps/place/Mizuki+Spa+%26+Fitness/@35.5934212,139.5636392,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188bc31ee1091f:0xffcc18c7b0c04cc!8m2!3d35.6631849!4d139.7613139",Tokyo 神奈川 横浜 エステ USA,
